univ_name,alias,address,sinta_id,pddikti_code,author_number,dept_number,journal_number,sinta_score_overall,sinta_score_3yr,sinta_score_productivity,sinta_score_productivity_3yr,scopus_docs,scopus_citation,scopus_cited_doc,scopus_citation_per_researchers,gscholar_docs,gscholar_citation,gscholar_cited_doc,gscholar_citation_per_researchers,wos_docs,wos_citation,wos_cited_doc,wos_citation_per_researchers,garuda_docs,garuda_citation,garuda_cited_doc,garuda_citation_per_researchers
Politeknik Kesehatan Ummi Khasanah,POLTEKES UMMI KHASANAH,"KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",1968,055013,12,3,0,2.741,1.396,183,93,0,0,0,0,129,353,55,"15,35",0,0,0,0,73,0,0,0
Sekolah Tinggi Ilmu Manajemen YKPN,STIM YKPN,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1916,053034,21,2,1,3.805,1.400,293,108,14,43,10,"2,69",359,8.693,155,"543,31",1,0,0,0,23,1,1,"0,06"
Lembaga Ilmu Pengetahuan Indonesia,LIPI,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",443,LEMLIT-01,0,0,30,1.400,1.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institut Sains Dan Teknologi Annuqayah Sumenep Madura,IST ANNUQAYAH,"KAB. SUMENEP - JAWA TIMUR, ID",8138,072020,39,6,0,1.558,1.402,35,32,5,25,4,"0,57",107,203,39,"4,61",0,0,0,0,14,0,0,0
Akademi Pariwisata Mandala Bhakti,MANDALABHAKTI,"KOTA SURAKARTA - JAWA TENGAH, ID",147,064040,11,2,0,1.939,1.404,139,100,0,0,0,0,58,39,15,"2,05",0,0,0,0,11,0,0,0
Universitas Kristen Immanuel,UKRIM,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1875,051010,49,10,0,3.274,1.405,50,21,29,652,23,"9,06",379,1.379,116,"19,15",0,0,0,0,13,0,0,0
Sekolah Tinggi Ekonomi Syariah Manna Wa Salwa Tanah Datar Sumatera Barat,STES MANNA WA SALWA,"KAB. TANAH DATAR - SUMATERA BARAT, ID",8321,213585,7,2,0,1.523,1.334,90,78,4,1,1,"0,06",131,470,79,"27,65",0,0,0,0,65,0,0,0
Universitas Battuta,UNIVERSITAS BATTUTA,"KOTA MEDAN - SUMATERA UTARA, ID",8244322,011055,48,11,0,1.647,1.410,29,25,11,26,9,"0,46",306,838,122,"14,96",0,0,0,0,30,0,0,0
Sekolah Tinggi Ilmu Ekonomi YKPN,STIE YKPN,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1892,053003,52,4,0,6.171,1.377,121,27,60,124,22,"2,21",1.290,24.220,703,"432,50",0,0,0,0,51,0,0,0
Akademi Farmasi Bumi Siliwangi,AKFAR BUMSIL,"KOTA BANDUNG - JAWA BARAT, ID",1837,044239,10,1,0,1.553,1.375,141,125,3,14,2,"1,17",37,142,20,"11,83",0,0,0,0,17,0,0,0
Politeknik LP3I Jakarta,PLJ,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1133,035008,152,7,1,3.019,1.407,15,7,16,19,9,"0,06",765,5.317,258,"18,15",0,0,0,0,82,1,1,"0,00"
Pusat Penelitian dan Pengembangan BMKG,PUSLITBANG BMKG,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8080,10720,21,0,0,3.539,1.374,0,0,135,409,84,0,520,2.738,296,0,0,0,0,0,1,0,0,0
Politeknik Pajajaran Insan Cinta Bangsa Bandung,POLJAN,"KOTA BANDUNG - JAWA BARAT, ID",1838,045002,26,5,0,2.053,1.381,46,31,9,5,4,"0,11",378,771,135,"16,76",0,0,0,0,113,0,0,0
Institut Agama Islam Bunga Bangsa Cirebon,IAI BBC,"KAB. CIREBON - JAWA BARAT, ID",3734,212056,63,10,3,2.336,1.383,25,15,10,19,8,"0,14",1.191,5.302,490,"38,42",0,0,0,0,71,0,0,0
Sekolah Tinggi Ilmu Kesehatan Makassar,STIK MAKASSAR,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2646,093080,57,8,0,2.470,1.386,35,20,22,70,11,"0,88",630,948,162,"11,85",0,0,0,0,44,1,1,"0,01"
Universitas Bina Mandiri Gorontalo,UBMG,"KOTA GORONTALO - GORONTALO, ID",8244291,161023,44,9,0,1.967,1.388,25,17,0,0,0,0,412,382,71,"2,53",2,1,1,"0,01",35,0,0,0
Akademi Keperawatan Surya Nusantara,-,"KOTA PEMATANGSIANTAR - SUMATERA UTARA, ID",742,014067,8,1,0,1.403,1.306,200,187,5,5,2,"0,50",119,136,32,"13,60",0,0,0,0,18,0,0,0
Universitas Dirgantara Marsekal Suryadarma,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1088,031043,64,11,1,2.489,1.378,29,16,14,43,9,"0,35",1.577,4.736,510,"38,82",0,0,0,0,69,0,0,0
"Institut Teknologi, Sains, dan Kesehatan RS.DR. Soepraoen Kesdam V/BRW",ITSK SOEPRAOEN,"KOTA MALANG - JAWA TIMUR, ID",2357,072026,74,14,0,2.309,1.383,30,18,29,119,21,"0,94",708,1.145,216,"9,02",0,0,0,0,42,0,0,0
Ikatan Ilmuwan Internasional Jepang,DIASPORA JEPANG,"UNKNOWN - UNKNOWN, ID",8244017,401,2,0,0,3.830,1.308,0,0,61,1.395,48,0,222,6.911,153,0,0,0,0,0,0,0,0,0
Universitas Darussalam Ambon,UNIDAR,"KOTA AMBON - MALUKU, ID",3308,121002,68,14,0,5.890,1.309,55,12,39,124,23,"0,64",438,1.214,206,"6,23",0,0,0,0,21,0,0,0
STKIP PGRI Situbondo,STKIP PGRI SITUBONDO,"KAB. SITUBONDO - JAWA TIMUR, ID",2159,073032,20,3,2,1.842,1.307,102,73,14,20,7,"0,87",439,704,116,"30,61",1,0,0,0,75,0,0,0
STAI Ma`had Aly Al-Hikam Malang,STAIMA AL-HIKAM,"KOTA MALANG - JAWA TIMUR, ID",3789,213222,30,4,4,1.882,1.311,52,36,8,1,1,"0,03",402,1.322,135,"34,79",0,0,0,0,36,0,0,0
Universitas Tama Jagakarsa,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1095,031050,46,17,0,2.767,1.316,20,10,13,28,6,"0,16",539,1.467,168,"8,48",0,0,0,0,33,0,0,0
Politeknik Lembaga Pendidikan dan Pengembangan Profesi Indonesia Makassar,POLIMAK,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2883000,095016,39,5,0,1.907,1.317,26,18,6,54,5,"0,68",290,524,102,"6,63",0,0,0,0,49,0,0,0
Politeknik Kesehatan Kementerian Kesehatan Jakarta I,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",4419,405008,83,6,2,2.649,1.314,35,17,23,19,12,"0,17",1.408,5.552,410,"50,47",0,0,0,0,36,0,0,0
Badan Penelitian dan Pengembangan Kementerian Energi dan Sumber Daya Mineral Indonesia,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",8093,0,45,0,11,3.540,1.317,0,0,68,390,46,0,922,2.089,407,0,0,0,0,0,40,1,1,0
Sekolah Tinggi Ilmu Kesehatan Kendal,STIKES KENDAL,"KAB. KENDAL - JAWA TENGAH, ID",126,063060,25,6,4,4.144,1.352,112,37,5,6,3,"0,15",517,2.248,293,"57,64",0,0,0,0,195,0,0,0
STMIK Lombok,-,"KAB. LOMBOK TENGAH - NUSA TENGGARA BARAT, ID",2439,083041,17,2,2,3.138,1.348,157,67,4,10,4,"0,30",294,1.480,164,"44,85",0,0,0,0,127,0,0,0
Politeknik Pariwisata Prima Internasional,POLTEKPAR PRIMA,"KOTA CIREBON - JAWA BARAT, ID",8426,045044,17,3,0,3.160,1.354,186,80,0,0,0,0,40,79,15,"4,65",0,0,0,0,3,0,0,0
Politeknik Astra,ASTRA TECH,"KOTA ADM. JAKARTA UTARA - DKI JAKARTA, ID",1384,035021,34,6,0,3.868,1.357,59,21,106,443,67,"6,51",580,1.443,213,"21,22",0,0,0,0,41,0,0,0
Sekolah Tinggi Ilmu Ekonomi Panca Bhakti Palu,-,"KOTA PALU - SULAWESI TENGAH, ID",2602,163004,47,6,0,1.727,1.365,38,30,9,7,4,"0,13",274,617,79,"11,64",0,0,0,0,18,0,0,0
Sekolah Tinggi Manajemen Informatika dan Komputer Ichsan Gorontalo,STMIK ICHSAN,"KOTA GORONTALO - GORONTALO, ID",2659,163024,31,6,0,2.496,1.348,89,48,6,25,5,"0,78",216,403,65,"12,59",16,839,16,"26,22",98,0,0,0
Universitas Mahakarya Asia,UNMAHA,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",8244369,051026,52,12,0,1.954,1.150,19,11,25,72,17,"0,63",488,6.625,208,"58,11",0,0,0,0,30,0,0,0
Institut Agama Islam Negeri Takengon,IAIN TAKENGON,"KAB. ACEH TENGAH - ACEH, ID",3560,202047,106,13,0,2.420,1.370,17,10,18,46,9,"0,31",1.107,2.251,392,"15,31",0,0,0,0,66,0,0,0
Politeknik APP Jakarta,POLITEKNIK APP JAKARTA,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",4464,435006,49,3,1,2.403,1.365,36,21,18,85,13,"1,04",465,1.178,162,"14,37",3,1,1,"0,01",62,0,0,0
STIKES Panakkukang,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2712,093152,28,4,0,1.568,1.152,58,43,2,3,1,"0,08",184,141,41,"3,62",0,0,0,0,7,0,0,0
STKIP Soe,-,"KAB TIMOR TENGAH SELATAN - NUSA TENGGARA TIMUR, ID",2474,153021,34,10,0,2.376,1.153,57,27,0,0,0,0,220,685,96,"12,23",0,0,0,0,47,1,1,"0,02"
Institut Teknologi Yogyakarta,-,"KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",1889,052005,46,7,1,4.505,1.158,85,22,13,70,9,"1,13",1.841,24.402,1.026,"393,58",1,0,0,0,24,0,0,0
Politeknik Kelautan dan Perikanan Pangandaran,POLITEKNIK KELAUTAN DAN PERIKANAN PANGANDARAN,"KAB. PANGANDARAN - JAWA BARAT, ID",8275,395008,30,3,0,1.581,1.159,66,48,19,34,12,"1,42",269,563,116,"23,46",0,0,0,0,30,0,0,0
Universitas Muhammadiyah Tapanuli Selatan,UM TAPSEL,"KOTA PADANGSIDIMPUAN - SUMATERA UTARA, ID",591,011014,130,17,11,4.053,1.372,24,8,27,21,11,"0,08",882,1.596,319,"6,21",0,0,0,0,9,0,0,0
Akademi Kesehatan Bintang Persada,-,"KOTA DENPASAR - BALI, ID",8232,084045,7,1,0,1.451,1.170,207,167,0,0,0,0,40,43,11,"3,91",0,0,0,0,9,0,0,0
S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi dan Rekayasa Teknologi,STMB MULTISMART,"KOTA MEDAN - SUMATERA UTARA, ID",704,013179,21,4,0,1.383,1.157,58,48,0,0,0,0,154,124,38,"4,96",0,0,0,0,88,0,0,0
Sekolah Tinggi Farmasi Muhammadiyah Cirebon,STFM CIREBON,"KAB. CIREBON - JAWA BARAT, ID",4548,043355,27,2,1,1.720,1.161,82,55,16,23,9,"0,64",301,672,110,"18,67",0,0,0,0,63,0,0,0
STIKES Satria Bhakti Nganjuk,STIKES SATRIA BHAKTI,"KAB. NGANJUK - JAWA TIMUR, ID",482,073138,24,4,0,1.758,1.263,68,49,0,0,0,0,195,407,74,"13,57",0,0,0,0,80,0,0,0
Universitas Adzkia,UNIVERSITAS ADZKIA,"KOTA PADANG - SUMATERA BARAT, ID",3012,101038,57,11,0,1.758,1.267,30,22,10,17,5,"0,27",391,955,135,"15,16",0,0,0,0,52,0,0,0
Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,STIE LM,"KAB. LEBAK - BANTEN, ID",1493,043064,56,3,1,2.691,1.280,44,21,7,4,3,"0,06",368,7.897,123,"116,13",0,0,0,0,127,0,0,0
Universitas Amir Hamzah,-,"KAB. DELI SERDANG - SUMATERA UTARA, ID",588,011010,50,7,0,2.238,1.281,35,20,16,31,9,"0,30",452,1.653,123,"15,74",0,0,0,0,41,0,0,0
Institut Sains Dan Teknologi Al-Kamal,ISTA,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",1112,032008,46,8,0,3.595,1.290,61,22,43,336,30,"4,73",587,1.536,218,"21,63",0,0,0,0,27,9,1,"0,13"
Universitas Widya Dharma Pontianak,UNIVERSITAS WIDYA DHARMA PONTIANAK,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",8244211,111027,63,8,0,1.862,1.281,13,9,20,58,15,"0,36",487,756,129,"4,67",3,9,3,"0,06",45,0,0,0
Sekolah Tinggi Ilmu Komputer Yos Sudarso,STIKOM YOS SUDARSO,"KAB. BANYUMAS - JAWA TENGAH, ID",175,063073,17,4,0,2.370,1.296,95,52,5,6,2,"0,23",190,345,68,"13,27",0,0,0,0,62,0,0,0
Politeknik Penerbangan Surabaya,POLTEKBANG SURABAYA,"KOTA SURABAYA - JAWA TIMUR, ID",8334,425010,47,7,1,4.112,1.241,91,28,53,77,25,"1,67",699,530,159,"11,52",1,0,0,0,161,0,0,0
Universitas Lamappapoleonro,UNIPOL,"KAB. SOPPENG - SULAWESI SELATAN, ID",8244525,091072,56,6,0,2.053,1.299,37,23,4,4,1,"0,06",272,320,66,"4,78",2,0,0,0,139,0,0,0
STIE Syari`ah Al-Mujaddid,-,"KAB. TANJUNG JABUNG TIMUR - JAMBI, ID",4003,213485,12,3,0,4.264,1.302,152,47,0,0,0,0,1.054,7.476,451,"249,20",0,0,0,0,300,6,4,"0,20"
Akademi Kesehatan John Paul II Pekanbaru,-,"KOTA PEKANBARU - KEPULAUAN RIAU, ID",3126,104140,12,2,0,1.500,1.244,107,89,2,28,2,"1,87",386,684,96,"45,60",0,0,0,0,0,0,0,0
Akademi Maritim Cirebon,AMC,"KOTA CIREBON - JAWA BARAT, ID",1718,044052,20,3,0,1.492,1.246,37,31,2,0,0,0,140,578,67,"13,44",0,0,0,0,57,0,0,0
STMIK Palcomtech,STMIK PALCOMTECH,"KOTA PALEMBANG - SUMATERA SELATAN, ID",942,023103,28,0,1,2.926,1.247,113,48,11,5,3,"0,18",332,1.387,145,"49,54",0,0,0,0,64,1,1,"0,04"
Universitas Sawerigading Makassar,UNSA MAKASSAR,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2539,091013,70,9,0,3.976,1.171,45,13,3,21,2,"0,20",310,722,81,"6,81",0,0,0,0,13,0,0,0
Sekolah Tinggi Ilmu Kesehatan Husada Jombang,SHJ,"KAB. JOMBANG - JAWA TIMUR, ID",2242,073139,37,6,0,1.749,1.241,29,21,5,15,2,"0,15",372,384,89,"3,84",0,0,0,0,25,0,0,0
Politeknik TEDC,-,"KOTA CIMAHI - JAWA BARAT, ID",1845,045016,68,12,0,3.109,1.256,34,14,34,83,18,"0,51",588,1.835,244,"11,33",1,18,1,"0,11",27,1,1,"0,01"
Sekolah Tinggi Agama Islam Negeri Bengkalis,STAIN BENGKALIS,"KAB. BENGKALIS - RIAU, ID",8244293,203035,79,14,1,1.685,1.255,15,11,0,0,0,0,493,5.280,181,"43,64",0,0,0,0,28,0,0,0
Sekolah Tinggi Ilmu Ekonomi Serelo Lahat,STIE SERELO LAHAT,"KAB. LAHAT - SUMATERA SELATAN, ID",881,023025,28,2,0,2.832,1.248,86,38,41,419,32,"9,52",390,1.538,72,"34,95",0,0,0,0,0,0,0,0
Politeknik STTT Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",4468,435004,27,4,0,2.253,1.071,43,21,51,256,32,"4,06",322,939,129,"14,90",0,0,0,0,2,0,0,0
STIKES Maranatha Kupang,STIKES MARANATHA,"KAB. KUPANG - NUSA TENGGARA TIMUR, ID",2466,153017,36,6,0,1.506,1.260,58,48,7,21,4,"0,43",181,615,68,"12,55",0,0,0,0,29,0,0,0
STKIP Pelita Nusantara Buton,-,"KOTA BAU BAU - SULAWESI TENGGARA, ID",2751,093194,9,4,0,2.147,1.077,61,31,0,0,0,0,2,0,0,0,0,0,0,0,170,0,0,0
Institut Agama Islam Darul Da'wah Wal Irsyad Polewali Mandar,IAI DDI POLMAN,"KAB. POLEWALI MANDAR - SULAWESI BARAT, ID",3899,212034,57,10,1,1.201,1.081,12,11,3,9,1,"0,07",180,295,47,"2,27",0,0,0,0,20,0,0,0
Politeknik Piksi Ganesha Indonesia,PPGI,"KAB. KEBUMEN - JAWA TENGAH, ID",334,065041,28,4,2,1.612,1.082,56,37,16,15,6,"0,45",234,616,104,"18,67",0,0,0,0,75,0,0,0
STMIK Widya Pratama,-,"KOTA PEKALONGAN - JAWA TENGAH, ID",2000,063043,54,4,0,5.040,1.087,88,19,4,27,3,"0,46",529,1.417,188,"24,02",0,0,0,0,32,0,0,0
Sekolah Tinggi Ilmu Ekonomi Bina Karya,STIE BINA KARYA,"KOTA TEBING TINGGI - SUMATERA UTARA, ID",665,013097,47,3,0,2.288,1.077,46,22,37,379,26,"6,02",373,991,103,"15,73",0,0,0,0,35,0,0,0
Politeknik Kesehatan Kementerian Kesehatan Ternate,POLTEKKES KEMENKES TERNATE,"KOTA TERNATE - MALUKU UTARA, ID",4441,405030,82,7,2,1.948,1.092,28,16,0,0,0,0,262,342,94,"4,02",0,0,0,0,106,0,0,0
Sekolah Tinggi Ilmu Ekonomi YAPAN,STIE YAPAN,"KOTA SURABAYA - JAWA TIMUR, ID",2219,073114,28,3,0,1.730,1.099,60,38,17,56,13,"1,47",252,803,84,"21,13",0,0,0,0,70,0,0,0
Universitas Teknologi Sulawesi,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2565,091040,81,10,0,2.952,1.175,25,10,0,0,0,0,339,3.969,133,"27,56",0,0,0,0,30,2,1,"0,01"
Sekolah Tinggi Pariwisata AMPTA Yogyakarta,STP AMPTA,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1905,053020,37,4,1,2.976,1.180,71,28,9,14,5,"0,23",471,10.791,210,"179,85",0,0,0,0,114,2,2,"0,03"
Akademi Teknik Soroako,ATS,"KAB. LUWU TIMUR - SULAWESI SELATAN, ID",2768,094018,21,1,0,2.965,1.181,148,59,3,3,2,"0,15",141,202,44,"10,10",0,0,0,0,37,3,1,"0,15"
Institut Teknologi dan Kesehatan Sumatera Utara,ITKESSU,"KOTA PADANGSIDIMPUAN - SUMATERA UTARA, ID",8244531,012014,15,5,0,1.673,1.182,73,51,2,2,1,"0,06",49,80,13,"2,42",0,0,0,0,1,0,0,0
Sekolah Tinggi Ilmu Administrasi Nasional,STIA,"KOTA LHOKSEUMAWE - ACEH, ID",3377,133015,15,1,0,2.688,1.096,168,69,36,929,23,"48,89",134,3.400,73,"178,95",0,0,0,0,17,13,1,"0,68"
Akademi Kebidanan Jember,-,"KAB. JEMBER - JAWA TIMUR, ID",2304,074074,8,1,0,1.548,1.188,221,170,1,0,0,0,35,80,14,"11,43",0,0,0,0,13,0,0,0
Institut Agama Islam Nahdlatul Ulama Tuban,IAINU TUBAN,"KAB. TUBAN - JAWA TIMUR, ID",3827,212086,41,6,1,1.904,1.184,45,28,0,0,0,0,349,1.138,119,"27,10",0,0,0,0,115,0,0,0
STKIP YPM Bangko,-,"KAB. MERANGIN - JAMBI, ID",2935,103020,56,0,0,3.771,1.049,65,18,8,13,5,"0,15",482,707,124,"8,03",0,0,0,0,133,0,0,0
Institut Teknologi Sains Bandung,-,"KAB. BEKASI - JAWA BARAT, ID",1453,042005,52,11,0,2.409,1.049,42,18,32,304,26,"4,16",294,775,111,"10,62",0,0,0,0,3,0,0,0
Sekolah Tinggi Ilmu Ekonomi Sutaatmadja,STIESA,"KAB. SUBANG - JAWA BARAT, ID",1526,043119,16,2,3,2.013,1.199,118,71,0,0,0,0,349,1.234,150,"58,76",4,7,1,"0,33",102,1,1,"0,05"
Universitas Tanri Abeng,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1100,031054,40,11,1,2.573,1.183,41,19,36,72,21,"1,13",495,2.680,198,"41,88",1,0,0,0,54,1,1,"0,02"
Sekolah Tinggi Ilmu Kesehatan Yatsi,-,"KOTA TANGERANG - BANTEN, ID",1638,043276,43,3,1,1.714,1.052,39,24,19,100,11,"1,61",659,683,192,"11,02",0,0,0,0,13,0,0,0
Politeknik Bina Husada Kendari,POLTEKBINHUSKDI,"KOTA KENDARI - SULAWESI TENGGARA, ID",4808,095010,31,4,0,2.842,1.201,89,38,22,24,11,"0,52",322,525,115,"11,41",0,0,0,0,29,2,1,"0,04"
STKIP Muhammadiyah Bogor,-,"KAB. BOGOR - JAWA BARAT, ID",1679,043322,33,4,0,1.687,1.051,38,24,3,2,2,"0,04",319,372,76,"6,89",1,0,0,0,57,0,0,0
Sekolah Tinggi Ilmu Kesehatan Kesdam IX/Udayana,STIKES KESDAM IX,"KOTA DENPASAR - BALI, ID",2515,083110,19,2,1,1.932,1.066,138,76,1,13,1,"0,43",222,265,72,"8,83",1,1,1,"0,03",121,0,0,0
Universitas Oso,UNOSO,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",8244426,111028,16,5,0,1.186,1.060,74,66,7,17,5,"1,06",128,124,26,"7,75",0,0,0,0,16,0,0,0
STIE Pembangunan Tanjungpinang,-,"KOTA TANJUNG PINANG - KEPULAUAN RIAU, ID",3002,103099,60,2,0,1.377,1.069,29,23,8,15,5,"0,24",614,1.523,185,"24,17",0,0,0,0,21,0,0,0
Universitas Selamat Sri,UNISS,"KAB. KENDAL - JAWA TENGAH, ID",8111,061043,112,12,1,1.509,1.056,11,8,7,2,2,"0,01",453,747,148,"5,34",0,0,0,0,15,0,0,0
STIKI Malang,SEKOLAH TINGGI INFORMATIKA DAN KOMPUTER INDONESIA,"KOTA MALANG - JAWA TIMUR, ID",2152,073025,40,4,1,4.180,1.111,113,30,19,59,10,"1,40",452,1.022,160,"24,33",1,0,0,0,112,0,0,0
Institut Ilmu Kesehatan dan Teknologi Muhammadiyah Palembang,IKEST MP,"KOTA PALEMBANG - SUMATERA SELATAN, ID",943,022005,56,12,1,1.663,1.066,26,17,15,10,4,"0,16",1.012,1.803,333,"28,62",0,0,0,0,27,0,0,0
STMIK Indonesia Banda Aceh,SIBA,"KOTA BANDA ACEH - ACEH, ID",3405,133047,38,3,0,1.690,1.114,89,59,15,24,4,"1,09",304,1.473,192,"66,95",0,0,0,0,73,0,0,0
Sekolah Tinggi Ilmu Ekonomi Cendekia Bojonegoro,-,"KAB. BOJONEGORO - JAWA TIMUR, ID",2204,073089,14,2,0,2.137,1.100,126,65,1,0,0,0,121,94,23,"3,48",0,0,0,0,2,0,0,0
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,"STPMD ""APMD""","KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1896,053009,49,5,0,2.650,1.117,70,29,11,15,4,"0,31",1.054,2.802,271,"57,18",0,0,0,0,54,0,0,0
STMIK Widuri,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1205,033140,14,2,1,1.703,1.116,74,49,15,33,9,"1,38",184,1.538,117,"64,08",0,0,0,0,38,1,1,"0,04"
Akademi Keperawatan Dharma Wacana,AKDW,"KOTA METRO - LAMPUNG, ID",1008,024101,13,1,1,1.472,1.123,113,86,5,5,2,"0,19",394,690,140,"25,56",0,0,0,0,60,0,0,0
Institut Teknologi dan Bisnis Maritim Balik Diwa,ITBM BALIK DIWA,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2677,092019,33,6,0,5.377,1.130,168,35,29,104,18,"2,81",324,710,123,"19,19",1,1,1,"0,03",33,0,0,0
Universitas Al-Irsyad Cilacap,UNAIC,"KAB. CILACAP - JAWA TENGAH, ID",233,061062,74,12,1,2.194,1.123,30,15,19,50,6,"0,64",813,2.160,298,"27,69",0,0,0,0,44,0,0,0
Institut Teknologi Batam,ITEBA,"KOTA BATAM - KEPULAUAN RIAU, ID",8244254,102003,36,7,0,1.598,1.131,42,30,18,26,10,"0,62",294,593,121,"14,12",0,0,0,0,15,0,0,0
Sekolah Tinggi Ilmu Kesehatan Mataram,STIKES MATARAM,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2241,083022,28,3,0,2.464,1.582,65,42,40,112,18,"2,07",407,1.053,179,"19,50",2,20,1,"0,37",53,0,0,0
Institut Agama Kristen Negeri Ambon,IAKN AMBON,"KOTA AMBON - MALUKU, ID",4062,222003,60,13,1,2.262,1.550,21,14,11,13,3,"0,12",469,1.280,156,"11,74",1,0,0,0,48,0,0,0
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al Maksum,STKIP AL MAKSUM,"KAB. LANGKAT - SUMATERA UTARA, ID",8467,013192,48,5,0,2.011,1.683,39,33,4,1,1,"0,02",397,716,152,"13,77",1,0,0,0,112,0,0,0
STAI Al-Azhar Menganti Gresik,STAI AL-AZHAR MENGANTI,"KAB. GRESIK - JAWA TIMUR, ID",3767,213198,31,4,2,3.053,1.749,90,51,1,0,0,0,319,795,119,"23,38",0,0,0,0,233,0,0,0
Akademi Kebidanan Anugerah Bintan,-,"KOTA TANJUNG PINANG - KEPULAUAN RIAU, ID",3108,104119,6,1,0,2.670,1.545,445,258,0,0,0,0,115,113,38,"6,65",0,0,0,0,8,0,0,0
Universitas 17 Agustus 1945 Cirebon,UNTAG CIREBON,"KOTA CIREBON - JAWA BARAT, ID",1400,041010,76,12,1,3.617,1.718,49,23,40,82,24,"0,83",933,3.370,328,"34,04",1,0,0,0,69,0,0,0
SEKOLAH TINGGI ILMU KESEHATAN SAMARINDA,STIKSAM,"KOTA SAMARINDA - KALIMANTAN TIMUR, ID",3256,113095,17,2,1,3.962,1.804,233,106,10,111,5,"4,27",362,2.152,208,"82,77",0,0,0,0,54,0,0,0
Universitas Muhammadiyah Bulukumba,UMB,"KAB. BULUKUMBA - SULAWESI SELATAN, ID",2579,091061,61,8,0,2.467,1.924,36,28,15,207,13,"2,62",603,2.297,229,"29,08",0,0,0,0,11,0,0,0
STMIK Borneo Internasional,-,"KOTA BALIKPAPAN - KALIMANTAN TIMUR, ID",3222,113078,9,2,0,2.565,1.653,135,87,1,0,0,0,120,125,32,"5,43",0,0,0,0,31,0,0,0
Institut Bisnis dan Keuangan Nitro,IBK NITRO,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2635,092005,49,7,0,2.971,1.972,63,42,22,39,7,"0,57",467,2.779,190,"40,28",0,0,0,0,87,0,0,0
Politeknik STMI Jakarta,STMI JAKARTA,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",4460,435002,75,5,0,3.931,1.806,59,27,108,445,68,"4,12",399,974,160,"9,02",0,0,0,0,54,2,1,"0,02"
STIKES Buana Husada Ponorogo,-,"KAB. PONOROGO - JAWA TIMUR, ID",2264,073164,15,2,0,3.789,2.021,223,119,1,0,0,0,148,276,55,"13,14",0,0,0,0,52,0,0,0
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Budidaya Binjai,STKIP BUDIDAYA BINJAI,"KOTA BINJAI - SUMATERA UTARA, ID",629,013029,51,6,4,3.126,1.842,74,44,0,0,0,0,561,741,180,"13,23",0,0,0,0,97,0,0,0
Universitas Yudharta Pasuruan,-,"KAB. PASURUAN - JAWA TIMUR, ID",2096,071069,120,16,12,9.836,2.060,83,17,23,39,11,"0,33",1.918,4.961,799,"41,34",1,0,0,0,181,1,1,"0,01"
STKIP Widya Yuwana,STKIP WIDYA YUWANA,"KOTA MADIUN - JAWA TIMUR, ID",2168,073042,14,1,1,6.657,1.609,512,124,2,3,1,"0,15",258,1.406,104,"70,30",0,0,0,0,82,0,0,0
